filename,label
1_0_whole.png,1
1_1000_whole.png,1
1_1001_whole.png,1
1_1002_whole.png,1
1_1003_whole.png,1
1_1004_whole.png,1
1_1005_whole.png,1
1_1006_whole.png,1
1_1007_whole.png,1
1_1008_whole.png,1
1_1009_whole.png,1
1_100_whole.png,1
1_1010_whole.png,1
1_1011_whole.png,1
1_1012_whole.png,1
1_1013_whole.png,1
1_1014_whole.png,1
1_1015_whole.png,1
1_1016_whole.png,1
1_1017_whole.png,1
1_1018_whole.png,1
1_1019_whole.png,1
1_101_whole.png,1
1_1020_whole.png,1
1_1021_whole.png,1
1_1022_whole.png,1
1_1023_whole.png,1
1_1024_whole.png,1
1_1025_whole.png,1
1_1026_whole.png,1
1_1027_whole.png,1
1_1028_whole.png,1
1_1029_whole.png,1
1_102_whole.png,1
1_1030_whole.png,1
1_1031_whole.png,1
1_1032_whole.png,1
1_1033_whole.png,1
1_1034_whole.png,1
1_1035_whole.png,1
1_1036_whole.png,1
1_1037_whole.png,1
1_1038_whole.png,1
1_1039_whole.png,1
1_103_whole.png,1
1_1040_whole.png,1
1_1041_whole.png,1
1_1042_whole.png,1
1_1043_whole.png,1
1_1044_whole.png,1
1_1045_whole.png,1
1_1046_whole.png,1
1_1047_whole.png,1
1_1048_whole.png,1
1_1049_whole.png,1
1_104_whole.png,1
1_1050_whole.png,1
1_1051_whole.png,1
1_1052_whole.png,1
1_1053_whole.png,1
1_1054_whole.png,1
1_1055_whole.png,1
1_1056_whole.png,1
1_1057_whole.png,1
1_1058_whole.png,1
1_1059_whole.png,1
1_105_whole.png,1
1_1060_whole.png,1
1_1061_whole.png,1
1_1062_whole.png,1
1_1063_whole.png,1
1_1064_whole.png,1
1_1065_whole.png,1
1_1066_whole.png,1
1_1067_whole.png,1
1_1068_whole.png,1
1_1069_whole.png,1
1_106_whole.png,1
1_1070_whole.png,1
1_1071_whole.png,1
1_1072_whole.png,1
1_1073_whole.png,1
1_1074_whole.png,1
1_1075_whole.png,1
1_1076_whole.png,1
1_1077_whole.png,1
1_1078_whole.png,1
1_1079_whole.png,1
1_107_whole.png,1
1_1080_whole.png,1
1_1081_whole.png,1
1_1082_whole.png,1
1_1083_whole.png,1
1_1084_whole.png,1
1_1085_whole.png,1
1_1086_whole.png,1
1_1087_whole.png,1
1_1088_whole.png,1
1_1089_whole.png,1
1_108_whole.png,1
1_1090_whole.png,1
1_1091_whole.png,1
1_1092_whole.png,1
1_1093_whole.png,1
1_1094_whole.png,1
1_1095_whole.png,1
1_1096_whole.png,1
1_1097_whole.png,1
1_1098_whole.png,1
1_1099_whole.png,1
1_109_whole.png,1
1_10_whole.png,1
1_1100_whole.png,1
1_1101_whole.png,1
1_1102_whole.png,1
1_1103_whole.png,1
1_1104_whole.png,1
1_1105_whole.png,1
1_1106_whole.png,1
1_1107_whole.png,1
1_1108_whole.png,1
1_1109_whole.png,1
1_110_whole.png,1
1_1110_whole.png,1
1_1111_whole.png,1
1_1112_whole.png,1
1_1113_whole.png,1
1_1114_whole.png,1
1_1115_whole.png,1
1_1116_whole.png,1
1_1117_whole.png,1
1_1118_whole.png,1
1_1119_whole.png,1
1_111_whole.png,1
1_1120_whole.png,1
1_1121_whole.png,1
1_1122_whole.png,1
1_1123_whole.png,1
1_1124_whole.png,1
1_1125_whole.png,1
1_1126_whole.png,1
1_1127_whole.png,1
1_1128_whole.png,1
1_1129_whole.png,1
1_112_whole.png,1
1_1130_whole.png,1
1_1131_whole.png,1
1_1132_whole.png,1
1_1133_whole.png,1
1_1134_whole.png,1
1_1135_whole.png,1
1_1136_whole.png,1
1_1137_whole.png,1
1_1138_whole.png,1
1_1139_whole.png,1
1_113_whole.png,1
1_1140_whole.png,1
1_1141_whole.png,1
1_1142_whole.png,1
1_1143_whole.png,1
1_1144_whole.png,1
1_1145_whole.png,1
1_1146_whole.png,1
1_1147_whole.png,1
1_1148_whole.png,1
1_1149_whole.png,1
1_114_whole.png,1
1_1150_whole.png,1
1_1151_whole.png,1
1_1152_whole.png,1
1_1153_whole.png,1
1_1154_whole.png,1
1_1155_whole.png,1
1_1156_whole.png,1
1_1157_whole.png,1
1_1158_whole.png,1
1_1159_whole.png,1
1_115_whole.png,1
1_1160_whole.png,1
1_1161_whole.png,1
1_1162_whole.png,1
1_1163_whole.png,1
1_1164_whole.png,1
1_1165_whole.png,1
1_1166_whole.png,1
1_1167_whole.png,1
1_1168_whole.png,1
1_1169_whole.png,1
1_116_whole.png,1
1_1170_whole.png,1
1_1171_whole.png,1
1_1172_whole.png,1
1_1173_whole.png,1
1_1174_whole.png,1
1_1175_whole.png,1
1_1176_whole.png,1
1_1177_whole.png,1
1_1178_whole.png,1
1_1179_whole.png,1
1_117_whole.png,1
1_1180_whole.png,1
1_1181_whole.png,1
1_1182_whole.png,1
1_1183_whole.png,1
1_1184_whole.png,1
1_1185_whole.png,1
1_1186_whole.png,1
1_1187_whole.png,1
1_1188_whole.png,1
1_1189_whole.png,1
1_118_whole.png,1
1_1190_whole.png,1
1_1191_whole.png,1
1_1192_whole.png,1
1_1193_whole.png,1
1_1194_whole.png,1
1_1195_whole.png,1
1_1196_whole.png,1
1_1197_whole.png,1
1_1198_whole.png,1
1_1199_whole.png,1
1_119_whole.png,1
1_11_whole.png,1
1_1200_whole.png,1
1_1201_whole.png,1
1_1202_whole.png,1
1_1203_whole.png,1
1_1204_whole.png,1
1_1205_whole.png,1
1_1206_whole.png,1
1_1207_whole.png,1
1_1208_whole.png,1
1_1209_whole.png,1
1_120_whole.png,1
1_1210_whole.png,1
1_1211_whole.png,1
1_1212_whole.png,1
1_1213_whole.png,1
1_1214_whole.png,1
1_1215_whole.png,1
1_1216_whole.png,1
1_1217_whole.png,1
1_1218_whole.png,1
1_1219_whole.png,1
1_121_whole.png,1
1_1220_whole.png,1
1_1221_whole.png,1
1_1222_whole.png,1
1_1223_whole.png,1
1_1224_whole.png,1
1_1225_whole.png,1
1_1226_whole.png,1
1_1227_whole.png,1
1_1228_whole.png,1
1_1229_whole.png,1
1_122_whole.png,1
1_1230_whole.png,1
1_1231_whole.png,1
1_1232_whole.png,1
1_1233_whole.png,1
1_1234_whole.png,1
1_1235_whole.png,1
1_1236_whole.png,1
1_1237_whole.png,1
1_1238_whole.png,1
1_1239_whole.png,1
1_123_whole.png,1
1_1240_whole.png,1
1_1241_whole.png,1
1_1242_whole.png,1
1_1243_whole.png,1
1_1244_whole.png,1
1_1245_whole.png,1
1_1246_whole.png,1
1_1247_whole.png,1
1_1248_whole.png,1
1_1249_whole.png,1
1_124_whole.png,1
1_1250_whole.png,1
1_1251_whole.png,1
1_1252_whole.png,1
1_1253_whole.png,1
1_1254_whole.png,1
1_1255_whole.png,1
1_1256_whole.png,1
1_1257_whole.png,1
1_1258_whole.png,1
1_1259_whole.png,1
1_125_whole.png,1
1_1260_whole.png,1
1_1261_whole.png,1
1_1262_whole.png,1
1_1263_whole.png,1
1_1264_whole.png,1
1_1265_whole.png,1
1_1266_whole.png,1
1_1267_whole.png,1
1_1268_whole.png,1
1_1269_whole.png,1
1_126_whole.png,1
1_1270_whole.png,1
1_1271_whole.png,1
1_1272_whole.png,1
1_1273_whole.png,1
1_1274_whole.png,1
1_1275_whole.png,1
1_1276_whole.png,1
1_1277_whole.png,1
1_1278_whole.png,1
1_1279_whole.png,1
1_127_whole.png,1
1_1280_whole.png,1
1_1281_whole.png,1
1_1282_whole.png,1
1_1283_whole.png,1
1_1284_whole.png,1
1_1285_whole.png,1
1_1286_whole.png,1
1_1287_whole.png,1
1_1288_whole.png,1
1_1289_whole.png,1
1_128_whole.png,1
1_1290_whole.png,1
1_1291_whole.png,1
1_1292_whole.png,1
1_1293_whole.png,1
1_1294_whole.png,1
1_1295_whole.png,1
1_1296_whole.png,1
1_1297_whole.png,1
1_1298_whole.png,1
